Id,Label,PD-associated,Degree in PD,Cluster in PD,Degree in NHC,Cluster in NHC
Abiotrophia_defectiva,Abiotrophia_defectiva,Not_tested,0,none,0,none
Absiella_dolichum,Absiella_dolichum,No,3,10,10,8
Acidaminococcus_fermentans,Acidaminococcus_fermentans,Not_tested,0,none,0,none
Acidaminococcus_intestini,Acidaminococcus_intestini,Yes_Increased,6,11,1,7
Acidaminococcus_sp_CAG_542,Acidaminococcus_sp_CAG_542,Not_tested,0,none,0,none
Acidipropionibacterium_acidipropionici,Acidipropionibacterium_acidipropionici,Not_tested,0,none,0,none
Actinobaculum_massiliense,Actinobaculum_massiliense,Not_tested,0,none,0,none
Actinobaculum_sp_oral_taxon_183,Actinobaculum_sp_oral_taxon_183,Not_tested,0,none,1,17
Actinomyces_cardiffensis,Actinomyces_cardiffensis,Not_tested,0,none,0,none
Actinomyces_europaeus,Actinomyces_europaeus,Not_tested,3,24,0,none
Actinomyces_graevenitzii,Actinomyces_graevenitzii,No,3,2,3,3
Actinomyces_johnsonii,Actinomyces_johnsonii,No,1,2,1,3
Actinomyces_massiliensis,Actinomyces_massiliensis,Not_tested,1,14,4,19
Actinomyces_naeslundii,Actinomyces_naeslundii,Yes_Increased,4,2,3,3
Actinomyces_odontolyticus,Actinomyces_odontolyticus,No,13,2,12,3
Actinomyces_oris,Actinomyces_oris,Yes_Increased,16,2,19,3
Actinomyces_radicidentis,Actinomyces_radicidentis,Not_tested,0,none,0,none
Actinomyces_sp_HMSC035G02,Actinomyces_sp_HMSC035G02,No,11,2,8,3
Actinomyces_sp_HPA0247,Actinomyces_sp_HPA0247,Yes_Increased,3,2,1,3
Actinomyces_sp_ICM47,Actinomyces_sp_ICM47,Yes_Decreased,3,2,5,3
Actinomyces_sp_oral_taxon_170,Actinomyces_sp_oral_taxon_170,Not_tested,0,none,2,2
Actinomyces_sp_oral_taxon_180,Actinomyces_sp_oral_taxon_180,Not_tested,2,15,0,none
Actinomyces_sp_oral_taxon_181,Actinomyces_sp_oral_taxon_181,No,3,2,1,15
Actinomyces_sp_oral_taxon_414,Actinomyces_sp_oral_taxon_414,Not_tested,0,none,0,none
Actinomyces_sp_oral_taxon_448,Actinomyces_sp_oral_taxon_448,Yes_Increased,3,2,6,3
Actinomyces_sp_oral_taxon_897,Actinomyces_sp_oral_taxon_897,Not_tested,0,none,0,none
Actinomyces_sp_S6_Spd3,Actinomyces_sp_S6_Spd3,Not_tested,0,none,1,3
Actinomyces_turicensis,Actinomyces_turicensis,Not_tested,8,17,2,19
Actinomyces_viscosus,Actinomyces_viscosus,Not_tested,0,none,3,3
Actinotignum_timonense,Actinotignum_timonense,Not_tested,0,none,0,none
Adlercreutzia_equolifaciens,Adlercreutzia_equolifaciens,No,31,13,23,2
Aeriscardovia_aeriphila,Aeriscardovia_aeriphila,Not_tested,5,8,5,17
Aeromonas_allosaccharophila,Aeromonas_allosaccharophila,Not_tested,0,none,4,14
Aeromonas_caviae,Aeromonas_caviae,Not_tested,0,none,0,none
Aeromonas_media,Aeromonas_media,Not_tested,0,none,0,none
Aeromonas_veronii,Aeromonas_veronii,Not_tested,0,none,6,14
Agathobaculum_butyriciproducens,Agathobaculum_butyriciproducens,No,39,13,45,8
Aggregatibacter_segnis,Aggregatibacter_segnis,Not_tested,0,none,0,none
Akkermansia_muciniphila,Akkermansia_muciniphila,No,1,10,14,3
Alistipes_finegoldii,Alistipes_finegoldii,Yes_Increased,19,13,16,2
Alistipes_indistinctus,Alistipes_indistinctus,Yes_Increased,15,10,17,2
Alistipes_inops,Alistipes_inops,No,4,10,16,14
Alistipes_onderdonkii,Alistipes_onderdonkii,No,0,none,1,1
Alistipes_putredinis,Alistipes_putredinis,No,12,10,54,2
Alistipes_shahii,Alistipes_shahii,No,42,10,51,2
Alistipes_sp_An31A,Alistipes_sp_An31A,Not_tested,0,none,0,none
Alistipes_sp_An66,Alistipes_sp_An66,Not_tested,0,none,1,6
Alistipes_sp_CAG_831,Alistipes_sp_CAG_831,Not_tested,0,none,2,6
Alistipes_timonensis,Alistipes_timonensis,No,0,none,1,14
Allisonella_histaminiformans,Allisonella_histaminiformans,No,2,3,3,15
Alloscardovia_omnicolens,Alloscardovia_omnicolens,No,0,none,2,7
Anaerobiospirillum_thomasii,Anaerobiospirillum_thomasii,Not_tested,0,none,0,none
Anaerococcus_hydrogenalis,Anaerococcus_hydrogenalis,Not_tested,0,none,0,none
Anaerococcus_lactolyticus,Anaerococcus_lactolyticus,Not_tested,0,none,0,none
Anaerococcus_nagyae,Anaerococcus_nagyae,Not_tested,0,none,0,none
Anaerococcus_octavius,Anaerococcus_octavius,Not_tested,4,17,0,none
Anaerococcus_vaginalis,Anaerococcus_vaginalis,Not_tested,5,17,0,none
Anaerocolumna_aminovalerica,Anaerocolumna_aminovalerica,Not_tested,0,none,0,none
Anaerofilum_sp_An201,Anaerofilum_sp_An201,Not_tested,0,none,1,14
Anaerofustis_stercorihominis,Anaerofustis_stercorihominis,No,4,10,3,8
Anaeroglobus_geminatus,Anaeroglobus_geminatus,Not_tested,0,none,15,17
Anaeromassilibacillus_sp_An172,Anaeromassilibacillus_sp_An172,Not_tested,0,none,1,14
Anaeromassilibacillus_sp_An250,Anaeromassilibacillus_sp_An250,No,4,10,7,2
Anaerosporobacter_mobilis,Anaerosporobacter_mobilis,Not_tested,0,none,4,16
Anaerostipes_caccae,Anaerostipes_caccae,No,23,10,44,8
Anaerostipes_hadrus,Anaerostipes_hadrus,Yes_Decreased,48,13,33,8
Anaerostipes_sp_494a,Anaerostipes_sp_494a,Not_tested,0,none,2,2
Anaerotignum_lactatifermentans,Anaerotignum_lactatifermentans,No,7,10,11,8
Anaerotruncus_colihominis,Anaerotruncus_colihominis,No,23,10,41,8
Anaerotruncus_sp_CAG_528,Anaerotruncus_sp_CAG_528,Not_tested,0,none,1,14
Arthrospira_platensis,Arthrospira_platensis,Not_tested,0,none,0,none
Asaccharobacter_celatus,Asaccharobacter_celatus,No,32,13,27,2
Atopobium_deltae,Atopobium_deltae,Not_tested,0,none,0,none
Atopobium_minutum,Atopobium_minutum,Not_tested,8,17,0,none
Atopobium_parvulum,Atopobium_parvulum,Not_tested,2,15,1,9
Atopobium_rimae,Atopobium_rimae,Not_tested,4,15,0,none
Atopobium_vaginae,Atopobium_vaginae,Not_tested,1,16,3,19
Bacillus_coagulans,Bacillus_coagulans,Not_tested,0,none,1,2
Bacillus_horneckiae,Bacillus_horneckiae,Not_tested,0,none,1,19
Bacteroidales_bacterium_KA00251,Bacteroidales_bacterium_KA00251,Not_tested,0,none,0,none
Bacteroidales_bacterium_KA00344,Bacteroidales_bacterium_KA00344,Not_tested,0,none,0,none
Bacteroides_caccae,Bacteroides_caccae,No,5,1,6,2
Bacteroides_cellulosilyticus,Bacteroides_cellulosilyticus,No,1,10,6,6
Bacteroides_clarus,Bacteroides_clarus,Not_tested,0,none,0,none
Bacteroides_coagulans,Bacteroides_coagulans,Not_tested,0,none,0,none
Bacteroides_coprocola,Bacteroides_coprocola,No,1,1,3,15
Bacteroides_coprophilus,Bacteroides_coprophilus,Not_tested,0,none,2,17
Bacteroides_dorei,Bacteroides_dorei,No,1,1,2,2
Bacteroides_eggerthii,Bacteroides_eggerthii,No,1,10,3,2
Bacteroides_faecichinchillae,Bacteroides_faecichinchillae,Not_tested,0,none,0,none
Bacteroides_faecis,Bacteroides_faecis,No,2,5,3,2
Bacteroides_faecis_CAG_32,Bacteroides_faecis_CAG_32,Yes_Increased,1,5,3,2
Bacteroides_finegoldii,Bacteroides_finegoldii,No,4,1,6,2
Bacteroides_fluxus,Bacteroides_fluxus,Not_tested,0,none,0,none
Bacteroides_fragilis,Bacteroides_fragilis,No,2,1,2,2
Bacteroides_galacturonicus,Bacteroides_galacturonicus,No,2,13,8,8
Bacteroides_intestinalis,Bacteroides_intestinalis,No,0,none,2,2
Bacteroides_massiliensis,Bacteroides_massiliensis,No,12,1,5,2
Bacteroides_nordii,Bacteroides_nordii,No,0,none,0,none
Bacteroides_oleiciplenus,Bacteroides_oleiciplenus,Not_tested,0,none,0,none
Bacteroides_ovatus,Bacteroides_ovatus,No,0,none,1,2
Bacteroides_pectinophilus,Bacteroides_pectinophilus,Not_tested,0,none,4,14
Bacteroides_plebeius,Bacteroides_plebeius,No,2,1,10,2
Bacteroides_salyersiae,Bacteroides_salyersiae,No,2,1,3,2
Bacteroides_sartorii,Bacteroides_sartorii,Not_tested,0,none,0,none
Bacteroides_sp_43_108,Bacteroides_sp_43_108,Not_tested,0,none,0,none
Bacteroides_sp_CAG_144,Bacteroides_sp_CAG_144,Not_tested,0,none,2,2
Bacteroides_sp_CAG_443,Bacteroides_sp_CAG_443,Not_tested,0,none,0,none
Bacteroides_sp_CAG_530,Bacteroides_sp_CAG_530,Not_tested,0,none,6,14
Bacteroides_sp_CAG_598,Bacteroides_sp_CAG_598,Not_tested,0,none,0,none
Bacteroides_sp_CAG_661,Bacteroides_sp_CAG_661,Not_tested,0,none,0,none
Bacteroides_sp_D2,Bacteroides_sp_D2,Not_tested,0,none,1,9
Bacteroides_sp_OM08_11,Bacteroides_sp_OM08_11,Not_tested,0,none,0,none
Bacteroides_stercorirosoris,Bacteroides_stercorirosoris,Not_tested,0,none,0,none
Bacteroides_stercoris,Bacteroides_stercoris,No,4,1,3,2
Bacteroides_thetaiotaomicron,Bacteroides_thetaiotaomicron,No,1,5,6,2
Bacteroides_uniformis,Bacteroides_uniformis,No,3,1,10,2
Bacteroides_vulgatus,Bacteroides_vulgatus,No,5,1,11,2
Bacteroides_xylanisolvens,Bacteroides_xylanisolvens,No,0,none,4,2
Barnesiella_intestinihominis,Barnesiella_intestinihominis,No,33,10,13,2
Barnesiella_viscericola,Barnesiella_viscericola,Not_tested,0,none,0,none
Bavariicoccus_seileri,Bavariicoccus_seileri,Not_tested,0,none,0,none
Bifidobacterium_adolescentis,Bifidobacterium_adolescentis,No,3,8,10,19
Bifidobacterium_angulatum,Bifidobacterium_angulatum,Not_tested,0,none,0,none
Bifidobacterium_animalis,Bifidobacterium_animalis,No,1,21,2,1
Bifidobacterium_asteroides,Bifidobacterium_asteroides,Not_tested,3,8,0,none
Bifidobacterium_bifidum,Bifidobacterium_bifidum,Yes_Increased,3,8,2,6
Bifidobacterium_breve,Bifidobacterium_breve,Yes_Increased,24,8,6,3
Bifidobacterium_catenulatum,Bifidobacterium_catenulatum,Not_tested,0,none,1,10
Bifidobacterium_cuniculi,Bifidobacterium_cuniculi,Not_tested,0,none,0,none
Bifidobacterium_dentium,Bifidobacterium_dentium,Yes_Increased,12,2,14,3
Bifidobacterium_gallinarum,Bifidobacterium_gallinarum,Yes_Increased,14,8,5,15
Bifidobacterium_kashiwanohense,Bifidobacterium_kashiwanohense,Not_tested,0,none,0,none
Bifidobacterium_longum,Bifidobacterium_longum,Yes_Increased,5,8,3,6
Bifidobacterium_mongoliense,Bifidobacterium_mongoliense,Not_tested,0,none,0,none
Bifidobacterium_moukalabense,Bifidobacterium_moukalabense,Not_tested,0,none,0,none
Bifidobacterium_pseudocatenulatum,Bifidobacterium_pseudocatenulatum,No,2,8,1,6
Bifidobacterium_pseudolongum,Bifidobacterium_pseudolongum,Not_tested,7,8,13,17
Bifidobacterium_pullorum,Bifidobacterium_pullorum,Yes_Increased,12,8,5,15
Bifidobacterium_saeculare,Bifidobacterium_saeculare,Yes_Increased,13,8,5,15
Bifidobacterium_scardovii,Bifidobacterium_scardovii,Not_tested,0,none,4,17
Bilophila_wadsworthia,Bilophila_wadsworthia,No,1,10,4,3
Blastocystis_sp_subtype_1,Blastocystis_sp_subtype_1,Not_tested,0,none,3,14
Blautia_coccoides,Blautia_coccoides,No,56,10,50,8
Blautia_hansenii,Blautia_hansenii,Yes_Decreased,17,10,48,8
Blautia_hydrogenotrophica,Blautia_hydrogenotrophica,No,1,10,10,14
Blautia_obeum,Blautia_obeum,No,48,13,55,8
Blautia_producta,Blautia_producta,No,47,10,71,8
Blautia_sp_An249,Blautia_sp_An249,No,0,none,2,2
Blautia_sp_CAG_257,Blautia_sp_CAG_257,No,47,10,72,8
Blautia_sp_N6H1_15,Blautia_sp_N6H1_15,No,3,10,8,8
Blautia_wexlerae,Blautia_wexlerae,Yes_Decreased,17,8,1,8
Brevibacterium_paucivorans,Brevibacterium_paucivorans,Not_tested,0,none,0,none
Brevibacterium_ravenspurgense,Brevibacterium_ravenspurgense,Not_tested,0,none,0,none
Brochothrix_thermosphacta,Brochothrix_thermosphacta,Not_tested,0,none,0,none
Butyribacterium_methylotrophicum,Butyribacterium_methylotrophicum,Not_tested,0,none,1,5
Butyricicoccus_porcorum,Butyricicoccus_porcorum,Not_tested,0,none,0,none
Butyricicoccus_pullicaecorum,Butyricicoccus_pullicaecorum,Yes_Decreased,0,none,7,8
Butyricimonas_synergistica,Butyricimonas_synergistica,No,5,10,5,2
Butyricimonas_virosa,Butyricimonas_virosa,No,17,10,15,2
Butyrivibrio_crossotus,Butyrivibrio_crossotus,Not_tested,2,10,11,14
Butyrivibrio_sp_CAG_318,Butyrivibrio_sp_CAG_318,Not_tested,0,none,1,14
Campylobacter_coli,Campylobacter_coli,Not_tested,0,none,0,none
Campylobacter_concisus,Campylobacter_concisus,Not_tested,0,none,1,2
Campylobacter_curvus,Campylobacter_curvus,Not_tested,0,none,0,none
Campylobacter_gracilis,Campylobacter_gracilis,Not_tested,0,none,11,2
Campylobacter_hominis,Campylobacter_hominis,Not_tested,0,none,1,19
Campylobacter_upsaliensis,Campylobacter_upsaliensis,Not_tested,0,none,0,none
Campylobacter_ureolyticus,Campylobacter_ureolyticus,Not_tested,3,24,0,none
Candida_albicans,Candida_albicans,Not_tested,0,none,12,19
Candidatus_Gastranaerophilales_bacterium,Candidatus_Gastranaerophilales_bacterium,Not_tested,0,none,1,13
Candidatus_Methanomassiliicoccus_intestinalis,Candidatus_Methanomassiliicoccus_intestinalis,Yes_Increased,7,10,3,2
Candidatus_Stoquefichus_sp_KLE1796,Candidatus_Stoquefichus_sp_KLE1796,No,3,11,20,8
Catabacter_hongkongensis,Catabacter_hongkongensis,No,3,10,13,8
Catenibacterium_mitsuokai,Catenibacterium_mitsuokai,No,4,3,6,7
Catonella_morbi,Catonella_morbi,Not_tested,0,none,0,none
Cellulosilyticum_lentocellum,Cellulosilyticum_lentocellum,Not_tested,0,none,0,none
Cetobacterium_somerae,Cetobacterium_somerae,Not_tested,0,none,0,none
Christensenella_minuta,Christensenella_minuta,Yes_Increased,1,10,3,2
Citrobacter_amalonaticus,Citrobacter_amalonaticus,Not_tested,5,8,5,17
Citrobacter_braakii,Citrobacter_braakii,Not_tested,0,none,1,17
Citrobacter_europaeus,Citrobacter_europaeus,Not_tested,0,none,4,17
Citrobacter_farmeri,Citrobacter_farmeri,Not_tested,3,8,2,16
Citrobacter_freundii,Citrobacter_freundii,Not_tested,3,8,17,17
Citrobacter_koseri,Citrobacter_koseri,Not_tested,0,none,1,14
Citrobacter_pasteurii,Citrobacter_pasteurii,Not_tested,0,none,2,17
Citrobacter_portucalensis,Citrobacter_portucalensis,Not_tested,0,none,9,17
Citrobacter_werkmanii,Citrobacter_werkmanii,Not_tested,0,none,8,17
Citrobacter_youngae,Citrobacter_youngae,Not_tested,2,8,5,17
Cloacibacillus_evryensis,Cloacibacillus_evryensis,Yes_Increased,13,10,7,6
Cloacibacillus_porcorum,Cloacibacillus_porcorum,No,2,10,0,none
Clostridiales_bacterium_1_7_47FAA,Clostridiales_bacterium_1_7_47FAA,No,7,10,14,8
Clostridiales_bacterium_CHKCI001,Clostridiales_bacterium_CHKCI001,Not_tested,0,none,0,none
Clostridiales_bacterium_CHKCI006,Clostridiales_bacterium_CHKCI006,Not_tested,0,none,0,none
Clostridioides_difficile,Clostridioides_difficile,Not_tested,1,8,4,16
Clostridium_aldenense,Clostridium_aldenense,No,36,10,50,8
Clostridium_asparagiforme,Clostridium_asparagiforme,No,5,10,12,8
Clostridium_bolteae,Clostridium_bolteae,No,23,10,60,8
Clostridium_bolteae_CAG_59,Clostridium_bolteae_CAG_59,No,1,10,13,8
Clostridium_butyricum,Clostridium_butyricum,Not_tested,0,none,6,17
Clostridium_cadaveris,Clostridium_cadaveris,Not_tested,0,none,9,16
Clostridium_celatum,Clostridium_celatum,Not_tested,0,none,0,none
Clostridium_citroniae,Clostridium_citroniae,No,27,10,44,8
Clostridium_clostridioforme,Clostridium_clostridioforme,No,46,10,62,8
Clostridium_disporicum,Clostridium_disporicum,No,3,12,2,19
Clostridium_hiranonis,Clostridium_hiranonis,Not_tested,0,none,2,15
Clostridium_hylemonae,Clostridium_hylemonae,Yes_Increased,0,none,0,none
Clostridium_innocuum,Clostridium_innocuum,Yes_Increased,38,10,78,8
Clostridium_lavalense,Clostridium_lavalense,No,18,10,41,8
Clostridium_leptum,Clostridium_leptum,Yes_Increased,9,8,11,2
Clostridium_methylpentosum,Clostridium_methylpentosum,No,0,none,11,8
Clostridium_neonatale,Clostridium_neonatale,Not_tested,0,none,0,none
Clostridium_paraputrificum,Clostridium_paraputrificum,Not_tested,0,none,4,16
Clostridium_perfringens,Clostridium_perfringens,Not_tested,0,none,7,17
Clostridium_saccharolyticum,Clostridium_saccharolyticum,No,1,10,2,2
Clostridium_scindens,Clostridium_scindens,No,52,10,65,8
Clostridium_sp_CAG_167,Clostridium_sp_CAG_167,No,3,10,3,8
Clostridium_sp_CAG_242,Clostridium_sp_CAG_242,No,1,7,1,2
Clostridium_sp_CAG_253,Clostridium_sp_CAG_253,No,0,none,2,14
Clostridium_sp_CAG_299,Clostridium_sp_CAG_299,Yes_Decreased,1,10,4,8
Clostridium_sp_CAG_411,Clostridium_sp_CAG_411,Not_tested,0,none,0,none
Clostridium_sp_CAG_413,Clostridium_sp_CAG_413,Not_tested,1,10,5,14
Clostridium_sp_CAG_58,Clostridium_sp_CAG_58,Yes_Decreased,27,13,16,8
Clostridium_sp_CAG_632,Clostridium_sp_CAG_632,Not_tested,0,none,4,14
Clostridium_sp_CAG_964,Clostridium_sp_CAG_964,Not_tested,0,none,4,3
Clostridium_sp_chh4_2,Clostridium_sp_chh4_2,Not_tested,0,none,2,8
Clostridium_sp_D5,Clostridium_sp_D5,Not_tested,0,none,2,3
Clostridium_sp_MSTE9,Clostridium_sp_MSTE9,Not_tested,0,none,0,none
Clostridium_spiroforme,Clostridium_spiroforme,No,2,12,8,2
Clostridium_symbiosum,Clostridium_symbiosum,No,48,10,54,8
Clostridium_ventriculi,Clostridium_ventriculi,Not_tested,0,none,3,20
Collinsella_aerofaciens,Collinsella_aerofaciens,No,38,11,48,8
Collinsella_intestinalis,Collinsella_intestinalis,No,4,11,3,7
Collinsella_massiliensis,Collinsella_massiliensis,Yes_Increased,4,11,8,7
Collinsella_stercoris,Collinsella_stercoris,No,11,11,18,7
Comamonas_kerstersii,Comamonas_kerstersii,Not_tested,0,none,0,none
Comamonas_testosteroni,Comamonas_testosteroni,Not_tested,0,none,0,none
Comamonas_thiooxydans,Comamonas_thiooxydans,Not_tested,0,none,0,none
Coprobacillus_cateniformis,Coprobacillus_cateniformis,Yes_Increased,1,10,3,17
Coprobacter_fastidiosus,Coprobacter_fastidiosus,No,5,10,4,2
Coprobacter_secundus,Coprobacter_secundus,Not_tested,0,none,0,none
Coprobacter_sp,Coprobacter_sp,No,0,none,1,19
